2.41,-0.03912
2.41,-0.03913
2.41,-0.03913
2.41,-0.03918
2.411,-0.03928
2.41,-0.03901
2.41,-0.03894
2.41,-0.0391
2.467,-0.03911
2.828,-0.03904
3.068,-0.03903
3.145,-0.03909
3.151,-0.03912
3.157,-0.03919
3.153,-0.03924
3.159,-0.03922
3.157,-0.03927
3.16,-0.03925
3.23,-0.03935
3.384,-0.03912
3.558,-0.03923
3.625,-0.03917
3.842,-0.03927
4.017,-0.03916
4.042,-0.03914
4.099,-0.03931
4.105,-0.03932
4.108,-0.03911
4.111,-0.03921
4.139,-0.03919
4.34,-0.03921
4.684,-0.03896
4.752,-0.03911
4.778,-0.03907
4.91,-0.03901
4.923,-0.03915
4.931,-0.03898
4.944,-0.03906
4.956,-0.03903
4.973,-0.039
5.022,-0.03898
5.114,-0.0391
5.207,-0.03901
5.218,-0.03896
5.271,-0.03891
5.365,-0.0388
5.459,-0.03887
5.501,-0.03884
5.512,-0.03885
5.535,-0.03881
5.687,-0.03869
5.748,-0.0388
5.757,-0.03875
5.76,-0.03865
5.773,-0.03873
5.777,-0.03879
5.776,-0.03885
5.824,-0.03877
6.003,-0.03843
6.135,-0.03847
6.355,-0.03816
6.364,-0.03821
6.368,-0.0383
6.376,-0.03837
6.417,-0.03831
6.603,-0.03814
6.637,-0.03787
6.664,-0.03798
6.665,-0.03797
6.712,-0.03782
6.757,-0.03781
6.795,-0.03772
6.854,-0.03756
6.942,-0.0375
6.997,-0.0373
7.069,-0.0374
7.081,-0.03737
7.101,-0.03741
7.136,-0.03733
7.165,-0.03727
7.207,-0.03712
7.365,-0.03685
7.414,-0.03674
7.466,-0.03663
7.486,-0.03674
7.51,-0.03677
7.523,-0.03666
7.548,-0.03663
7.549,-0.03661
7.562,-0.03666
7.584,-0.03672
7.62,-0.03653
7.678,-0.03665
7.69,-0.03652
7.703,-0.03657
7.711,-0.03655
7.724,-0.03637
7.884,-0.03626
8.021,-0.03595
8.058,-0.03596
8.072,-0.03603
8.086,-0.03592
8.173,-0.03589
8.215,-0.03575
8.251,-0.0357
8.301,-0.03561
8.378,-0.03549
8.467,-0.03552
8.57,-0.03538
8.618,-0.03527
8.637,-0.03536
8.667,-0.03535
8.704,-0.03523
8.758,-0.03521
8.825,-0.03515
8.851,-0.03518
8.866,-0.03505
8.887,-0.03507
8.9,-0.03503
8.951,-0.03494
8.992,-0.03493
9.073,-0.03474
9.086,-0.03479
9.088,-0.03484
9.09,-0.03482
9.091,-0.03477
9.102,-0.03466
9.246,-0.03428
9.353,-0.03434
9.392,-0.03426
9.437,-0.03422
9.508,-0.03414
9.598,-0.03393
9.662,-0.03408
9.725,-0.03382
9.791,-0.03379
9.837,-0.03363
9.889,-0.03352
9.939,-0.03355
10.13,-0.03285
10.28,-0.03263
10.3,-0.03274
10.3,-0.03272
10.3,-0.03284
10.32,-0.03265
10.38,-0.03234
10.43,-0.03214
10.5,-0.03188
10.56,-0.03167
10.61,-0.03157
10.63,-0.0313
10.71,-0.03108
10.8,-0.03051
10.85,-0.03044
10.93,-0.02933
11.1,-0.02897
11.13,-0.02893
11.13,-0.02894
11.13,-0.02891
11.14,-0.0289
11.15,-0.02891
11.16,-0.02874
11.19,-0.02827
11.23,-0.02823
11.24,-0.02816
11.26,-0.02798
11.3,-0.0277
11.32,-0.02765
11.34,-0.02732
11.39,-0.02716
11.42,-0.02693
11.49,-0.02601
11.6,-0.02593
11.63,-0.02568
11.71,-0.02501
11.8,-0.0247
11.94,-0.02387
12,-0.02343
12.15,-0.02323
12.16,-0.02334
12.18,-0.02329
12.24,-0.02282
12.35,-0.02261
12.41,-0.02239
12.48,-0.02233
12.56,-0.02229
12.65,-0.0222
12.66,-0.02217
12.68,-0.02228
12.71,-0.02215
12.74,-0.02208
12.84,-0.02211
12.93,-0.02218
12.99,-0.02212
13.1,-0.02231
13.12,-0.0224
13.13,-0.02242
13.14,-0.02253
13.17,-0.02244
13.21,-0.02262
13.32,-0.0226
13.34,-0.02256
13.36,-0.02271
13.38,-0.02282
13.39,-0.02292
13.4,-0.02296
13.49,-0.02318
13.53,-0.0232
13.54,-0.02323
13.55,-0.02326
13.58,-0.0233
13.65,-0.02343
13.74,-0.02361
13.77,-0.02353
13.9,-0.02379
13.94,-0.02392
13.97,-0.02391
14.01,-0.02395
14.03,-0.02396
14.03,-0.024
14.03,-0.02393
14.04,-0.02398
14.07,-0.02404
14.14,-0.0241
14.21,-0.02415
14.27,-0.02424
14.37,-0.02388
14.49,-0.02399
14.52,-0.02381
14.54,-0.02394
14.55,-0.02384
14.65,-0.02351
14.7,-0.02336
14.72,-0.02318
14.77,-0.02294
14.88,-0.0224
14.96,-0.02179
15.03,-0.02162
15.15,-0.02065
15.19,-0.02042
15.2,-0.02038
15.22,-0.02053
15.22,-0.02035
15.25,-0.01993
15.29,-0.01973
15.34,-0.01875
15.38,-0.01816
15.47,-0.01748
15.54,-0.01639
15.58,-0.01521
15.7,-0.01352
15.76,-0.0121
15.86,-0.01108
15.88,-0.01083
15.91,-0.01024
15.92,-0.01011
15.94,-0.009874
15.94,-0.009839
15.95,-0.009507
15.96,-0.009442
15.97,-0.009217
15.98,-0.008953
16,-0.008455
16.01,-0.008147
16.03,-0.007693
16.06,-0.006042
16.12,-0.005975
16.12,-0.005978
16.13,-0.005704
16.15,-0.005107
16.19,-0.00421
16.25,-0.002752
16.32,-0.0008919
16.45,0.0008631
16.51,0.001629
16.6,0.003625
16.7,0.003866
16.71,0.003786
16.71,0.003697
16.72,0.003869
16.92,0.005761
17.11,0.005647
17.16,0.005575
17.18,0.005449
17.21,0.005463
17.26,0.005262
17.29,0.004649
17.44,0.003885
17.54,0.003133
17.61,0.002867
17.63,0.002674
17.65,0.002432
17.66,0.002038
17.75,0.001452
17.76,0.0005913
17.84,-2.02E-05
17.89,-0.0006397
17.94,-0.001166
17.99,-0.001733
18.01,-0.002129
18.02,-0.00209
18.02,-0.00245
18.06,-0.003079
18.13,-0.003808
18.21,-0.00479
18.31,-0.0059
18.36,-0.006312
18.38,-0.006902
18.45,-0.007703
18.5,-0.007989
18.52,-0.00831
18.56,-0.008644
18.58,-0.00883
18.61,-0.009251
18.63,-0.009445
18.64,-0.009433
18.68,-0.01029
18.89,-0.01151
18.98,-0.01184
19.03,-0.01195
19.07,-0.01195
19.09,-0.01201
19.13,-0.01215
19.18,-0.01214
19.28,-0.01183
19.33,-0.01178
19.36,-0.01159
19.44,-0.01106
19.53,-0.01027
19.6,-0.009764
19.71,-0.008731
19.74,-0.008413
19.76,-0.007594
19.83,-0.007099
19.84,-0.006663
19.89,-0.005724
19.96,-0.003792
20.05,-0.001444
20.14,-0.000858
20.16,0.0007212
20.23,0.002257
20.27,0.003388
20.3,0.004318
20.35,0.006192
20.42,0.008116
20.45,0.009258
20.5,0.01059
20.51,0.0108
20.52,0.01083
20.52,0.01132
20.55,0.01248
20.57,0.01399
20.62,0.01716
20.91,0.01861
20.92,0.03004
20.96,0.03019
20.97,0.03051
20.98,0.03084
20.98,0.03074
20.98,0.03078
20.98,0.04187
21.32,0.04848
21.52,0.05311
21.82,0.05306
21.92,0.05208
22.06,0.04924
22.23,0.0451
22.35,0.04328
22.43,0.03402
22.71,0.03193
22.72,0.0317
22.73,0.03023
22.8,0.02737
22.91,0.02387
23.01,0.02042
23.12,0.01701
23.21,0.01384
23.33,0.0116
23.44,0.008587
23.52,0.007715
23.55,0.007003
23.61,0.005679
23.68,0.004895
23.77,0.003926
23.83,0.002996
24.05,0.003029
24.05,0.002738
24.06,0.002684
24.06,0.002857
24.1,0.003062
24.17,0.003429
24.47,0.01172
24.71,0.01521
24.78,0.01685
24.82,0.01805
24.87,0.02137
25.19,0.03693
25.22,0.03775
25.24,0.03791
25.24,0.03836
25.27,0.04357
25.4,0.05234
25.51,0.05858
25.54,0.0596
25.55,0.06034
25.56,0.06045
25.57,0.06281
25.6,0.06578
25.68,0.07313
25.73,0.07511
25.75,0.07794
25.82,0.08626
25.91,0.0912
25.95,0.09578
26.01,0.09723
26.03,0.0985
26.08,0.1041
26.12,0.1053
26.14,0.1066
26.16,0.1101
26.24,0.1133
26.3,0.1175
26.38,0.1187
26.42,0.1198
26.46,0.1206
26.49,0.1205
26.59,0.1216
26.68,0.1214
26.76,0.1202
26.85,0.1157
27.01,0.1121
27.09,0.1093
27.12,0.1044
27.23,0.1005
27.29,0.08909
27.45,0.08782
27.46,0.08618
27.61,0.07563
27.64,0.07198
27.73,0.06623
27.81,0.0584
27.94,0.05372
28,0.04903
28.1,0.04443
28.21,0.03736
28.32,0.03546
28.34,0.03335
28.44,0.03008
28.52,0.02541
28.76,0.02348
28.84,0.02306
28.94,0.0231
28.99,0.02314
29.04,0.02374
29.1,0.02687
29.32,0.02967
29.36,0.02995
29.37,0.03215
29.46,0.03629
29.56,0.03944
29.6,0.04113
29.81,0.05388
29.82,0.05318
29.84,0.05739
29.88,0.05927
30.02,0.1069
30.46,0.1146
30.47,0.1169
30.5,0.1726
30.94,0.1802
31.06,0.1956
31.18,0.2022
31.44,0.2154
31.61,0.2148
31.66,0.2133
31.79,0.209
31.9,0.2001
32.09,0.1856
32.2,0.1787
32.26,0.1718
32.37,0.1597
32.43,0.1462
32.62,0.1276
32.75,0.1195
32.81,0.1121
32.89,0.1042
33.01,0.09047
33.11,0.08413
33.18,0.08009
33.21,0.07891
33.24,0.07655
33.27,0.07474
33.29,0.07312
33.35,0.06678
33.44,0.06416
33.49,0.05727
33.66,0.05627
33.67,0.05586
33.69,0.05544
33.69,0.05533
33.69,0.05546
33.69,0.05541
33.68,0.05477
34.01,0.05831
34.29,0.06203
34.31,0.06256
34.37,0.06682
34.46,0.07928
34.69,0.09135
34.87,0.1185
34.98,0.1224
35.01,0.1225
35.07,0.1367
35.16,0.1461
35.42,0.202
35.62,0.2261
35.67,0.2286
35.67,0.2275
35.68,0.2337
35.74,0.2479
35.83,0.2749
35.98,0.2902
36.08,0.3001
36.12,0.3036
36.13,0.3038
36.14,0.3058
36.14,0.3097
36.3,0.3229
36.34,0.3242
36.34,0.3246
36.44,0.3329
36.53,0.3338
36.53,0.3338
36.56,0.3343
36.67,0.3327
36.81,0.3141
37.08,0.3007
37.13,0.299
37.15,0.2967
37.17,0.2947
37.2,0.2839
37.29,0.2712
37.38,0.2621
37.44,0.2517
37.48,0.2423
37.54,0.2394
37.55,0.2399
37.56,0.2346
37.6,0.2286
37.63,0.2247
37.66,0.2159
37.71,0.2127
37.72,0.2115
37.71,0.2092
37.78,0.1914
37.92,0.1716
38.03,0.1646
38.05,0.1614
38.07,0.1456
38.35,0.1284
38.37,0.1272
38.38,0.1268
38.38,0.1267
38.38,0.1268
38.38,0.1236
38.43,0.1197
38.54,0.1124
38.65,0.1
38.92,0.1042
39.35,0.1142
39.39,0.1154
39.41,0.1159
39.4,0.1493
39.76,0.1624
39.94,0.1882
40.03,0.1972
40.07,0.2027
40.19,0.2281
40.24,0.2349
40.26,0.2396
40.28,0.2403
40.33,0.2586
40.37,0.2748
40.48,0.2906
40.52,0.2986
40.54,0.3217
40.68,0.3449
40.73,0.347
40.73,0.3575
40.8,0.3666
40.82,0.3683
40.84,0.3952
41.06,0.4261
41.09,0.428
41.12,0.4431
41.19,0.4501
41.43,0.4909
41.67,0.4937
41.7,0.4933
41.71,0.4929
41.72,0.4927
41.9,0.4499
42.25,0.445
42.25,0.443
42.26,0.443
42.26,0.4422
42.28,0.421
42.49,0.3867
42.67,0.3434
42.82,0.3247
42.99,0.2858
43.11,0.2741
43.14,0.273
43.13,0.2748
43.13,0.2741
43.14,0.2616
43.25,0.2466
43.54,0.1934
43.76,0.191
43.77,0.1902
43.77,0.1894
44.19,0.194
44.45,0.1974
44.45,0.199
44.47,0.2099
44.64,0.222
44.71,0.2301
44.91,0.2674
44.96,0.2704
44.97,0.2719
44.99,0.2783
45.02,0.2855
45.08,0.3415
45.3,0.3553
45.33,0.3586
45.33,0.3621
45.39,0.3998
45.52,0.4233
45.66,0.5091
45.82,0.5107
45.83,0.5184
45.85,0.5189
45.87,0.5825
46.13,0.62
46.23,0.7086
46.63,0.7162
46.64,0.7196
46.64,0.7223
46.68,0.7244
46.7,0.7273
46.74,0.7309
46.88,0.734
47.16,0.7055
47.31,0.7028
47.32,0.7002
47.34,0.699
47.34,0.6985
47.33,0.6992
47.33,0.6986
47.33,0.6974
47.33,0.6981
47.33,0.697
47.34,0.6992
47.51,0.6055
47.8,0.588
47.83,0.5837
47.9,0.5314
48.07,0.5218
48.08,0.5204
48.07,0.5217
48.06,0.51
48.18,0.4869
48.21,0.4815
48.23,0.4803
48.24,0.4841
48.43,0.3744
48.77,0.3728
48.77,0.3714
48.78,0.3708
48.76,0.366
48.86,0.3627
48.9,0.3527
49,0.3432
49.18,0.3405
49.24,0.3414
49.45,0.3516
49.49,0.3521
49.5,0.3526
49.6,0.3688
49.65,0.3788
49.75,0.3871
49.76,0.3873
49.87,0.4401
50.03,0.4547
50.06,0.4582
50.09,0.4699
50.13,0.4828
50.16,0.4976
50.32,0.5722
50.43,0.5851
50.44,0.5878
50.47,0.6027
50.48,0.609
50.54,0.6297
50.55,0.6427
50.6,0.6702
50.74,0.7696
50.89,0.8067
50.97,0.889
51.14,0.9278
51.18,0.9368
51.19,0.9408
51.2,0.9902
51.32,1.008
51.36,1.03
51.48,1.096
51.6,1.129
51.81,1.207
51.91,1.207
51.92,1.204
51.91,1.213
52,1.232
52.12,1.242
52.22,1.243
52.24,1.243
52.25,1.243
52.25,1.243
52.26,1.243
52.24,1.243
52.27,1.243
52.33,1.242
52.37,1.238
52.57,1.214
52.62,1.21
52.64,1.209
52.64,1.207
52.66,1.207
52.66,1.208
52.66,1.207
52.66,1.208
52.64,1.199
52.76,1.175
52.82,1.172
52.82,1.171
52.82,1.174
52.85,1.156
52.88,1.151
52.9,1.148
